,0,1,2
939,14,43,175.0
940,14,44,156.52475842498527
941,14,45,144.30869689661813
942,14,46,140.0
943,14,47,144.30869689661813
944,14,48,273.3587386567329
945,14,49,247.48737341529164
946,14,50,224.1093483101497
947,14,51,204.08331631958552
948,14,52,188.48076824970764
949,14,53,178.46568297574746
950,14,54,175.0
951,14,55,178.46568297574746
952,14,56,296.98484809834997
953,14,57,273.3587386567329
954,14,58,252.38858928247924
955,14,59,234.7871376374779
956,14,60,221.35943621178654
957,14,61,212.8966885604377
958,14,62,210.0
959,14,63,212.8966885604377
960,15,0,247.48737341529164
961,15,1,212.8966885604377
962,15,2,178.46568297574746
963,15,3,144.30869689661813
964,15,4,110.67971810589327
965,15,5,78.26237921249263
966,15,6,49.49747468305833
967,15,7,35.0
968,15,8,245.0
969,15,9,210.0
970,15,10,175.0
971,15,11,140.0
972,15,12,105.0
973,15,13,70.0
974,15,14,35.0
975,15,15,0.0
976,15,16,247.48737341529164
977,15,17,212.8966885604377
978,15,18,178.46568297574746
979,15,19,144.30869689661813
980,15,20,110.67971810589327
981,15,21,78.26237921249263
982,15,22,49.49747468305833
983,15,23,35.0
984,15,24,254.80384612481814
985,15,25,221.35943621178654
986,15,26,188.48076824970764
987,15,27,156.52475842498527
988,15,28,126.19429464123962
989,15,29,98.99494936611666
990,15,30,78.26237921249263
991,15,31,70.0
992,15,32,266.5520587052368
993,15,33,234.7871376374779
994,15,34,204.08331631958552
995,15,35,175.0
996,15,36,148.49242404917499
997,15,37,126.19429464123962
998,15,38,110.67971810589327
999,15,39,105.0
1000,15,40,282.17902119044925
1001,15,41,252.38858928247924
1002,15,42,224.1093483101497
1003,15,43,197.9898987322333
1004,15,44,175.0
1005,15,45,156.52475842498527
1006,15,46,144.30869689661813
1007,15,47,140.0
1008,15,48,301.0813843464919
1009,15,49,273.3587386567329
1010,15,50,247.48737341529164
1011,15,51,224.1093483101497
1012,15,52,204.08331631958552
1013,15,53,188.48076824970764
1014,15,54,178.46568297574746
1015,15,55,175.0
1016,15,56,322.6840560052511
1017,15,57,296.98484809834997
1018,15,58,273.3587386567329
1019,15,59,252.38858928247924
1020,15,60,234.7871376374779
1021,15,61,221.35943621178654
1022,15,62,212.8966885604377
1023,15,63,210.0
1024,16,0,70.0
1025,16,1,78.26237921249263
1026,16,2,98.99494936611666
1027,16,3,126.19429464123962
1028,16,4,156.52475842498527
1029,16,5,188.48076824970764
1030,16,6,221.35943621178654
1031,16,7,254.80384612481814
1032,16,8,35.0
1033,16,9,49.49747468305833
1034,16,10,78.26237921249263
1035,16,11,110.67971810589327
1036,16,12,144.30869689661813
1037,16,13,178.46568297574746
1038,16,14,212.8966885604377
1039,16,15,247.48737341529164
1040,16,16,0.0
1041,16,17,35.0
1042,16,18,70.0
1043,16,19,105.0
1044,16,20,140.0
1045,16,21,175.0
1046,16,22,210.0
1047,16,23,245.0
1048,16,24,35.0
1049,16,25,49.49747468305833
1050,16,26,78.26237921249263
1051,16,27,110.67971810589327
1052,16,28,144.30869689661813
1053,16,29,178.46568297574746
1054,16,30,212.8966885604377
1055,16,31,247.48737341529164
1056,16,32,70.0
1057,16,33,78.26237921249263
1058,16,34,98.99494936611666
1059,16,35,126.19429464123962
1060,16,36,156.52475842498527
1061,16,37,188.48076824970764
1062,16,38,221.35943621178654
1063,16,39,254.80384612481814
1064,16,40,105.0
1065,16,41,110.67971810589327
1066,16,42,126.19429464123962
1067,16,43,148.49242404917499
1068,16,44,175.0
1069,16,45,204.08331631958552
1070,16,46,234.7871376374779
1071,16,47,266.5520587052368
1072,16,48,140.0
1073,16,49,144.30869689661813
